, Реестр общероссийских и аккредитованных региональных спортивных федераций,,,,,,
,,,,,,,
№ п/п,Наименование спортивной федерации,Субъект Российской Федерации,"Сведения о видах спорта, по которым аккредитована спортивная федерация",,,,
,,,Вид спорта,Номер-код спортивной федерации,Дата приказа о государтсвенной аккредитации,Дата окончания государтсвенной аккредитации,Номер приказа о государтсвенной аккредитации
4144,"АЛТАЙСКОЕ РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ИНВАЛИДОВ ""ОБЩЕРОССИЙСКАЯ СПОРТИВНАЯ ФЕДЕРАЦИЯ СПОРТА ГЛУХИХ""",Алтайский край,СПОРТ ГЛУХИХ,1142207307И,2022-05-27T00:00:00.000Z,2025-05-26T00:00:00.000Z,224
4145,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ИНВАЛИДОВ ""СПОРТИВНАЯ ФЕДЕРАЦИЯ СПОРТА ГЛУХИХ"" РЕСПУБЛИКИ МАРИЙ ЭЛ""",Республика Марий Эл,СПОРТ ГЛУХИХ,1141200020И,2023-02-22T00:00:00.000Z,2027-02-21T00:00:00.000Z,245
4146,"НИЖЕГОРОДСКАЯ ОБЛАСТНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ИНВАЛИДОВ ""СПОРТИВНАЯ ФЕДЕРАЦИЯ СПОРТА ГЛУХИХ""",Нижегородская область,СПОРТ ГЛУХИХ,1145206423И,2021-03-17T00:00:00.000Z,2025-03-16T00:00:00.000Z,79
4147,"САРАТОВСКОЕ РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ИНВАЛИДОВ ""ОБЩЕРОССИЙСКАЯ СПОРТИВНАЯ ФЕДЕРАЦИЯ СПОРТА ГЛУХИХ""",Саратовская область,СПОРТ ГЛУХИХ,1146400496И,2022-01-25T00:00:00.000Z,2026-01-24T00:00:00.000Z,36
4148,"ЧЕЧЕНСКОЕ РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ИНВАЛИДОВ ""ОБЩЕРОССИЙСКАЯ СПОРТИВНАЯ ФЕДЕРАЦИЯ СПОРТА ГЛУХИХ""",Чеченская Республика,СПОРТ ГЛУХИХ,1142007061И,2022-12-26T00:00:00.000Z,2026-12-25T00:00:00.000Z,225-ОП
4149,"РЯЗАНСКОЕ РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ИНВАЛИДОВ ""ОБЩЕРОССИЙСКАЯ СПОРТИВНАЯ ФЕДЕРАЦИЯ СПОРТА ГЛУХИХ""",Рязанская область,СПОРТ ГЛУХИХ,1146206364И,2021-04-12T00:00:00.000Z,2025-04-11T00:00:00.000Z,251
4150,"ПРИМОРСКАЯ КРАЕВАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ СПОРТА ГЛУХИХ ПРИМОРСКОГО КРАЯ""",Приморский край,СПОРТ ГЛУХИХ,1142506199И,2020-06-19T00:00:00.000Z,2024-06-28T00:00:00.000Z,264
4151,"ПЕНЗЕНСКОЕ ОБЛАСТНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ИНВАЛИДОВ ""ОБЩЕРОССИЙСКАЯ СПОРТИВНАЯ ФЕДЕРАЦИЯ СПОРТА ГЛУХИХ""",Пензенская область,СПОРТ ГЛУХИХ,1145800797И,2021-04-28T00:00:00.000Z,2025-04-27T00:00:00.000Z,126
4152,"ОБЩЕРОССИЙСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ИНВАЛИДОВ ""ОБЩЕРОССИЙСКАЯ СПОРТИВНАЯ ФЕДЕРАЦИЯ СПОРТА ГЛУХИХ""",,СПОРТ ГЛУХИХ,1149900079И,2023-12-27T00:00:00.000Z,2027-12-31T00:00:00.000Z,1100
4153,"ТАМБОВСКОЕ РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ИНВАЛИДОВ ""ОБЩЕРОССИЙСКАЯ СПОРТИВНАЯ ФЕДЕРАЦИЯ СПОРТА ГЛУХИХ""",Тамбовская область,СПОРТ ГЛУХИХ,1146802706И,2023-05-23T00:00:00.000Z,2027-05-22T00:00:00.000Z,270
4154,"РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ СПОРТА ГЛУХИХ, СПОРТА СЛЕПЫХ, СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ, СПОРТА ЛИЦ С ПОРАЖЕНИЕМ ОПОРНО-ДВИГАТЕЛЬНОГО АППАРАТА РЕСПУБЛИКИ КОМИ""",Республика Коми,СПОРТ ГЛУХИХ,1141106660И,2021-06-23T00:00:00.000Z,2025-06-22T00:00:00.000Z,01-12/189
4155,"КАМЧАТСКОЕ РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ИНВАЛИДОВ ""ОБЩЕРОССИЙСКАЯ СПОРТИВНАЯ ФЕДЕРАЦИЯ СПОРТА ГЛУХИХ""",Камчатский край,СПОРТ ГЛУХИХ,1144106527И,2021-03-26T00:00:00.000Z,2025-03-29T00:00:00.000Z,115
4156,"КАЛИНИНГРАДСКАЯ ОБЛАСТНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ИНВАЛИДОВ ""СПОРТИВНАЯ ФЕДЕРАЦИЯ СПОРТА ГЛУХИХ""",Калининградская область,СПОРТ ГЛУХИХ,1143903231И,2021-11-22T00:00:00.000Z,2025-12-27T00:00:00.000Z,172
4157,"АДЫГЕЙСКОЕ РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ИНВАЛИДОВ ""ОБЩЕРОССИЙСКАЯ СПОРТИВНАЯ ФЕДЕРАЦИЯ СПОРТА ГЛУХИХ""",Республика Адыгея,СПОРТ ГЛУХИХ,1140108038И,2021-04-07T00:00:00.000Z,2025-04-06T00:00:00.000Z,87
4158,"МУРМАНСКОЕ РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ИНВАЛИДОВ ""ОБЩЕРОССИЙСКАЯ СПОРТИВНАЯ ФЕДЕРАЦИЯ СПОРТА ГЛУХИХ""",Мурманская область,СПОРТ ГЛУХИХ,1145106501И,2023-02-22T00:00:00.000Z,2027-02-21T00:00:00.000Z,159
4159,"РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ИНВАЛИДОВ ""ОБЩЕРОССИЙСКАЯ СПОРТИВНАЯ ФЕДЕРАЦИЯ СПОРТА ГЛУХИХ"" ПО РЕСПУБЛИКЕ БАШКОРТОСТАН",Республика Башкортостан,СПОРТ ГЛУХИХ,1140201035И,2021-08-19T00:00:00.000Z,2025-08-18T00:00:00.000Z,ОД-331
4160,"КАРАЧАЕВО-ЧЕРКЕССКОЕ РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ИНВАЛИДОВ ""ОБЩЕРОССИЙСКАЯ СПОРТИВНАЯ ФЕДЕРАЦИЯ СПОРТА ГЛУХИХ""",Карачаево-Черкесская Республика,СПОРТ ГЛУХИХ,1140906101И,2023-02-22T00:00:00.000Z,2027-02-21T00:00:00.000Z,73
4161,"РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ИНВАЛИДОВ ""ОБЩЕРОССИЙСКАЯ СПОРТИВНАЯ ФЕДЕРАЦИЯ СПОРТА ГЛУХИХ"" РЕСПУБЛИКИ ИНГУШЕТИЯ",Республика Ингушетия,СПОРТ ГЛУХИХ,1140606268И,2023-03-24T00:00:00.000Z,2027-03-29T00:00:00.000Z,06-04/32
4162,"ВОРОНЕЖСКАЯ ОБЛАСТНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ИНВАЛИДОВ ""СПОРТИВНАЯ ФЕДЕРАЦИЯ СПОРТА ГЛУХИХ""",Воронежская область,СПОРТ ГЛУХИХ,1143604426И,2023-08-17T00:00:00.000Z,2027-08-16T00:00:00.000Z,965-ОД
4163,"КРЫМСКОЕ РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ИНВАЛИДОВ ""ОБЩЕРОССИЙСКАЯ СПОРТИВНАЯ ФЕДЕРАЦИЯ СПОРТА ГЛУХИХ""",Республика Крым,СПОРТ ГЛУХИХ,1149106101И,2020-07-24T00:00:00.000Z,2024-07-23T00:00:00.000Z,239-ОД
4164,"УДМУРТСКАЯ РЕСПУБЛИКАНСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ИНВАЛИДОВ ""СПОРТИВНАЯ ФЕДЕРАЦИЯ СПОРТА ГЛУХИХ""",Удмуртская Республика,СПОРТ ГЛУХИХ,1141803534И,2023-11-17T00:00:00.000Z,2027-11-16T00:00:00.000Z,380А
4165,"СВЕРДЛОВСКОЕ РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ИНВАЛИДОВ ""ОБЩЕРОССИЙСКАЯ СПОРТИВНАЯ ФЕДЕРАЦИЯ СПОРТА ГЛУХИХ""",Свердловская область,СПОРТ ГЛУХИХ,1146603049И,2024-03-04 03:00:00 +0300,2028-03-03 03:00:00 +0300,7/ГА
4166,"БЕЛГОРОДСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ СПОРТА ГЛУХИХ""",Белгородская область,СПОРТ ГЛУХИХ,1143108772И,2022-12-28T00:00:00.000Z,2026-12-27T00:00:00.000Z,А-11/22
4167,"РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ИНВАЛИДОВ ""ФЕДЕРАЦИЯ СПОРТА ГЛУХИХ ГОРОДА МОСКВЫ""",Москва,СПОРТ ГЛУХИХ,1147700868И,2021-04-26T00:00:00.000Z,2025-04-25T00:00:00.000Z,89
4168,"РЕГИОНАЛЬНАЯ ФИЗКУЛЬТУРНО-СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ИНВАЛИДОВ ""КРАСНОДАРСКАЯ КРАЕВАЯ ФЕДЕРАЦИЯ СПОРТА ГЛУХИХ""",Краснодарский край,СПОРТ ГЛУХИХ,1142306009И,2020-10-05T00:00:00.000Z,2024-10-04T00:00:00.000Z,993
4169,"РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""ВСЕРОССИЙСКАЯ ФЕДЕРАЦИЯ СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ"" В РЕСПУБЛИКЕ МОРДОВИЯ",Республика Мордовия,СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1491308450И,2022-03-21T00:00:00.000Z,2026-03-20T00:00:00.000Z,120
4170,"РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""ВСЕРОССИЙСКАЯ ФЕДЕРАЦИЯ СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ"" В РЕСПУБЛИКЕ БАШКОРТОСТАН",Республика Башкортостан,СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1490206687И,2021-08-19T00:00:00.000Z,2025-08-18T00:00:00.000Z,ОД-331
4171,"РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""ВСЕРОССИЙСКАЯ ФЕДЕРАЦИЯ СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ"" В АМУРСКОЙ ОБЛАСТИ",Амурская область,СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1492808198И,2021-11-30T00:00:00.000Z,2025-11-29T00:00:00.000Z,151
4172,"ОБЩЕРОССИЙСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ВСЕРОССИЙСКАЯ ФЕДЕРАЦИЯ СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ""",,СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1499900030И,2024-02-19T00:00:00.000Z,2026-02-28T00:00:00.000Z,182
4173,"РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""ВСЕРОССИЙСКАЯ ФЕДЕРАЦИЯ СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ"" В ХАНТЫ-МАНСИЙСКОМ АВТОНОМНОМ ОКРУГЕ - ЮГРЕ""",Ханты-Мансийский автономный округ,СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1498607949И,2022-11-17T00:00:00.000Z,2026-11-16T00:00:00.000Z,400
4174,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""РОСТОВСКАЯ ФЕДЕРАЦИЯ СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ""",Ростовская область,СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1496106636И,2021-05-07T00:00:00.000Z,2024-12-31T00:00:00.000Z,144
4175,"РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""ВСЕРОССИЙСКАЯ ФЕДЕРАЦИЯ СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ"" В РЕСПУБЛИКЕ ТАТАРСТАН",Республика Татарстан,СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1491608791И,2023-02-15T00:00:00.000Z,2027-02-14T00:00:00.000Z,70
,,,СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1491608791И,2023-02-15T00:00:00.000Z,2027-02-14T00:00:00.000Z,70
4176,"РЕГИОНАЛЬНАЯ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""ВСЕРОССИЙСКАЯ ФЕДЕРАЦИЯ СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ"" В САМАРСКОЙ ОБЛАСТИ",Самарская область,СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1496309479И,2024-01-12T00:00:00.000Z,2028-01-11T00:00:00.000Z,9-П
4177,"РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""ВСЕРОССИЙСКАЯ ФЕДЕРАЦИЯ СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ"" В КУРСКОЙ ОБЛАСТИ",Курская область,СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1494607312И,2022-12-28T00:00:00.000Z,2026-12-27T00:00:00.000Z,01-02/552
4178,"РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""ВСЕРОССИЙСКАЯ ФЕДЕРАЦИЯ СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ"" В УЛЬЯНОВСКОЙ ОБЛАСТИ",Ульяновская область,СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1497308024И,2021-03-01T00:00:00.000Z,2025-03-01T00:00:00.000Z,6
4179,"РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""ВСЕРОССИЙСКАЯ ФЕДЕРАЦИЯ СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ"" В САРАТОВСКОЙ ОБЛАСТИ",Саратовская область,СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1496406171И,2020-11-16T00:00:00.000Z,2024-11-15T00:00:00.000Z,459
4180,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ ЛЕНИНГРАДСКОЙ ОБЛАСТИ""",Ленинградская область,СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1494707285И,2021-01-26T00:00:00.000Z,2025-01-25T00:00:00.000Z,24-Р
4181,"РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""ВСЕРОССИЙСКАЯ ФЕДЕРАЦИЯ СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ"" ВО ВЛАДИМИРСКОЙ ОБЛАСТИ",Владимирская область,СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1493306721И,2022-01-14T00:00:00.000Z,2026-01-13T00:00:00.000Z,4
4182,"РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""ВСЕРОССИЙСКАЯ ФЕДЕРАЦИЯ СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ"" ПО АРХАНГЕЛЬСКОЙ ОБЛАСТИ",Архангельская область,СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1492906418И,2020-12-24T00:00:00.000Z,2024-12-23T00:00:00.000Z,61
4183,"РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""ВСЕРОССИЙСКАЯ ФЕДЕРАЦИЯ СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ"" В КАМЧАТСКОМ КРАЕ",Камчатский край,СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1494107358И,2023-02-27T00:00:00.000Z,2027-02-26T00:00:00.000Z,101
4184,"РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""ВСЕРОССИЙСКАЯ ФЕДЕРАЦИЯ СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ"" ВСМОЛЕНСКОЙ ОБЛАСТИ",Смоленская область,СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1496708607И,2022-12-16T00:00:00.000Z,2026-12-15T00:00:00.000Z,0466-П
4185,"РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""ВСЕРОССИЙСКАЯ ФЕДЕРАЦИЯ СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ"" В МОСКОВСКОЙ ОБЛАСТИ",Московская область,СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1495006741И,2023-03-01T00:00:00.000Z,2027-02-28T00:00:00.000Z,23-48-П
4186,"РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""ВСЕРОССИЙСКАЯ ФЕДЕРАЦИЯ СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ"" В КРАСНОЯРСКОМ КРАЕ",Красноярский край,СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1492406622И,2021-06-10T00:00:00.000Z,2025-06-09T00:00:00.000Z,275П
4187,"РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""ВСЕРОССИЙСКАЯ ФЕДЕРАЦИЯ СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ"" В ЯРОСЛАВСКОЙ ОБЛАСТИ",Ярославская область,СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1497608061И,2021-04-26T00:00:00.000Z,2025-04-25T00:00:00.000Z,134/1
4188,"РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""ВСЕРОССИЙСКАЯ ФЕДЕРАЦИЯ СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ"" В ТАМБОВСКОЙ ОБЛАСТИ",Тамбовская область,СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1496808497И,2022-04-25T00:00:00.000Z,2026-05-11T00:00:00.000Z,188
4189,"РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""ВСЕРОССИЙСКАЯ ФЕДЕРАЦИЯ СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ"" В КРАСНОДАРСКОМ КРАЕ",Краснодарский край,СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1492306427И,2021-03-30T00:00:00.000Z,2025-03-29T00:00:00.000Z,431
4190,"РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""ВСЕРОССИЙСКАЯ ФЕДЕРАЦИЯ СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ"" В МУРМАНСКОЙ ОБЛАСТИ",Мурманская область,СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1495108646И,2023-07-12T00:00:00.000Z,2027-07-11T00:00:00.000Z,523
4191,"РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""ВСЕРОССИЙСКАЯ ФЕДЕРАЦИЯ СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ"" В РЯЗАНСКОЙ ОБЛАСТИ",Рязанская область,СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1496208309И,2022-01-25T00:00:00.000Z,2026-01-24T00:00:00.000Z,65
4192,"РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""ВСЕРОССИЙСКАЯ ФЕДЕРАЦИЯ СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ"" ВО РЕСПУБЛИКЕ САХА (ЯКУТИЯ)",Республика Саха (Якутия),СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1491409416И,2024-01-15T00:00:00.000Z,2026-01-14T00:00:00.000Z,10-ОД
4193,"РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""ВСЕРОССИЙСКАЯ ФЕДЕРАЦИЯ СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ"" В ОМСКОЙ ОБЛАСТИ",Омская область,СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1495506670И,2022-05-11T00:00:00.000Z,2026-04-27T00:00:00.000Z,47
4194,"РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""ВСЕРОССИЙСКАЯ ФЕДЕРАЦИЯ СПОРТА ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ"" В РЕСПУБЛИКЕ ДАГЕСТАН",Республика Дагестан,СПОРТ ЛИЦ С ИНТЕЛЛЕКТУАЛЬНЫМИ НАРУШЕНИЯМИ,1490506226И,2020-11-17T00:00:00.000Z,2024-11-16T00:00:00.000Z,16-02/1/657
